"","queried_ursi","age","sex","firstSum","secondSum","allSum","past","positive","future","negative","friends","specific_vague","words","images","EHI","MeanFD"
"104",186277,58,"female",84,16,100,0.0411778081733212,0.839271566672842,1.15963458001554,-0.926422360760332,0.499928180319518,-1.2681703956223,-0.154813890062564,0.194086771851087,80,0.4876
"105",187635,36,"female",28,11,39,-1.57322257001124,0.675892362274727,-0.25215193046911,-0.0608768825524057,-0.245667759362293,-1.51666488499726,0.0377424033016874,0.0185484150011193,100,0.3239
"106",188199,18,"female",57,38,95,-0.849251556164961,0.26403427774588,0.875744708243288,0.481236419107113,0.504991915891438,0.504657501847699,-1.87945979392599,0.65353143595439,75,0.1364
"107",188219,54,"female",75,21,96,-0.325890928437305,-0.619109922280536,1.03716833873205,0.484212335727507,0.325717116023859,-0.842547673282126,0.0707670126839788,-0.323702087210231,95,0.2888
"108",188854,21,"male",142,40,182,1.52438930947754,2.16687411019934,1.15346857721178,2.26943005271665,-1.09129605506231,0.701746424911261,-0.800260202008775,-2.13659953123235,-85,0.1433
"109",189478,46,"female",127,45,172,1.12334737372293,-1.08461278974896,-1.31085404818155,-0.121890689987272,-0.196533236621783,1.09869703665377,0.00258957349656801,-1.12793091747272,75,0.4638
"110",190501,43,"female",94,24,118,-0.0195897480325191,-1.44472485558248,0.201561082441416,1.51821103973218,0.272883384648187,-1.03864755987774,0.595664354240281,-0.724989723857044,95,0.2915
"111",194023,37,"female",77,28,105,-0.243779381776505,-0.328882446114266,0.224361051850159,-0.93858809085903,0.877578208710963,-0.17798410208699,-1.78819449118487,-0.500313669121182,95,0.277
"112",194956,55,"female",63,13,76,-0.512337680507129,1.48303790257447,-2.63857263144501,-0.709885016281219,-0.760792797572927,-1.36477286153232,-0.979645506903519,0.27105918915086,90,0.1643
"113",195031,42,"female",42,8,50,-1.34413819303161,0.159245470413613,-0.21155445093926,-0.0398763307701894,1.44513592215454,-1.7614368469783,-0.18389887815627,-0.087727971534782,85,0.409
"114",195236,57,"male",33,44,77,-1.36345037355754,0.585443225471837,-0.320770510295215,-0.168491821384466,-0.345771614907357,0.757146230056684,0.473734899165287,-0.942896849605027,-90,0.3535
"115",196651,49,"female",102,43,145,0.443899041579553,-0.833274965543967,-1.1354899724466,0.795256887177779,0.23043566106901,0.785676809539385,1.24758245710371,-1.35001955647579,100,0.2257
"116",197836,53,"male",111,32,143,0.731766728269219,-0.292932845455488,0.636800748786117,0.663727077749171,-0.389384110652228,0.300704447146323,-0.316455563769846,0.349168182562726,55,0.1718
"117",198051,34,"male",89,39,128,0.0691510801093919,0.496336663815089,-0.863719979122915,-0.292771709618386,-0.504819790873754,0.537408414872733,0.919849755416922,-0.00932436538411017,35,0.2842
"118",198130,59,"female",164,48,212,2.13606818608614,3.46703407643341,0.626505342392074,-0.254356692428912,-0.859434673715068,0.827318530053793,2.06978515623345,1.50237545943765,100,0.1679
"119",198357,51,"female",93,35,128,-0.106655812897066,0.186280843299035,0.865747056438487,-1.2964938733861,1.89062001585055,-0.0913269534280413,-0.452193570438615,1.37820931740171,75,0.6015
"120",199340,22,"male",160,42,202,1.96461886218841,0.510044782824666,0.964330281874785,1.23700598289382,-0.0206706599476098,0.842639119802048,-1.11360168712372,0.093883729928478,70,0.5224
"121",199620,49,"female",87,40,127,0.0523742522011967,-1.91071959361307,0.32368092892284,-0.642708579535456,1.05909264520032,0.539349586738755,0.0882229968470686,1.1600168511273,90,0.295
